internet,netdome,abortion,buyamer,condoms1,deathpen,goodeduc,gun,marijuan,moreinc,politics,pollut,sexmarr,liberal,age,educ,emplmerg,income,gender,citysize
1,6,5,2,3,2,2,5,1,3,5,2,2,2,78,4,3, ,0,3
1,5,5,5,2,6,2,5,3,4,4,5,2,3,52,5,1,15,1,1
2,2,6,2,6,6,2,1,1,5,3,5,1,3,31,5,2,11,0,4
2,1,4,6,1,5,5,1,1,3,4,4,1,3,58,5,3,10,0,3
1,5,4,5,6,4,4,2,2,2,5,5,4,4,65,5,1,8,0,3
1,2,2,4,2,5,2,3,1,6,2,3,1,2,31,4,1,7,1,4
1,4,1,6,1,2,5,1,2,4,1,2,2,3,50,4,4,13,0,3
1,3,5,4,4,4,3,4,4,5,4,2,1,2,70,6,3,15,1,4
1,3,5,3,4,3,3,2,3,4,5,5,5,3,51,4,1, ,1,3
 ,1,1,4,1,6,4,5,1,5,2,2,1,1,53,4,1,12,0,4
1,2, ,5,2,2,2,1,1,6,4,3,1, ,48,4,1,1,0,2
2,1,1,5,4,2,4,3,4,4,5,4,3,4,30,6,1,5,1,1
1,6,1,6,5,1,1,6,6,6,6,6,1,3,70,2,2,10,1,2
1,1,2,5,1,6,1,3,4,4,2,4,1,3,32,3,1,13,0,3
1,6,5,6,6,3,2,1,5,4,4,5, ,4,71,4,1,5,1,3
2,1,6,4,5,5,2,1,5,5,5,4,6,4,33,6,1,11,1,4
1,4,5,2,4,5,3,3,3,2,1,3,4,3,30,3,1,9,1,2
1,3,5,3,4,1,2,1,4,3,3,5,6,4,40,6,1,6,0,3
1,1,6,5,6,4,2,2,1,3,2,4,3,3,25,3,1,8,0,3
2,2,1,2,1,3,2,2,1,5,5,4,1,2,31,5,1,15,1,3
2,2,6,3,5,1,3,1,4,3,4,4,6,4,47,5,1,15,0,1
1,3,6,6,6,6,5,4,5,4,1,6,2, ,33,4,1, ,1,3
1,1,1,4,3,3,5,1,1,5,3,5,3,2,28,4,4,3,0,4
1,4,3,5,5,6,4,1,1,5,1,4,3,3,31,3,1,7,0,2
1,4,5,4,5,6,6,4,4,3,3,3,4,4,30,4,1,7,0,3
1,3,6,1,3,5,2,2,3,4,4,5,5,3,47,5,1,12,1,3
1,4,2,6,5,2,2,3,1,5,1,4,1,2,36,4,1,1,0,1
2,1,5,5,1,6,2,1,5,6,1,3,1,2,36,3,1,13,1,2
1,4,1,6,1,2,1,4,1,6,1,4,1,3,42,4,1,12,0,2
1,5,4,5,3,4,4,3,3,5,4,4,3,2,40,3,1,10,0,4
1,1,1,6,1,5,6,4,1,3,2,2,1,3,50,3,2,5,0,4
2,1,5,5,5,3,1,1,6,3,2,6,6,4,41,3,1,14,0,1
1,3,4,5,3,5,5,4,5,3,1,1,1,3,33,6,1,6,1,2
1,3,6,6,5,6,3,4,4,3,4,5,3,3,38,4,1,10,0,3
1,5,4,5,3,2,3,1,3,6,1,3,3,2,25,3,1,2,0,2
1,3,3,5,3,6,5,6,4,6,3,1,1,1,67,4,3,11,1,4
1,1,3,4,4,4,4,3,2,5,2,3,3,2,36,4,1,3,0,1
2,1,6,3,4,6,1,1,6,3,1,4,4, ,47,5,1, ,1,4
1,3,4,4,5,5,3,3,1,3,2,3,2,2,55,6,2,5,1,4
1,5,4,4,4,4,4,1,2,2,4,5,1,3,64,4,3, ,0,4
1,2,5,5,5,6,5,4,5,6,2,5,6,5,26,3,1,7,0,1
1,1,4,6,4,6,4,4,1,5,2,4,6,2,64,3,2,4,1,4
1,1,1,1,1,5,5,5,1,5,5,1,1,1,46,3,1,2,1,3
2,2,2,5,5,6,2,2,4,3,4,3,3,2,43,4,1,13,1,4
1,3,5,3,5,3,2,1,2,2,5,4,5,3,74,6,3,12,0,4
1,6,6,6,6,6,6,6,6,6,6,4,1,1,39,3,1,1,1,2
1,2,5,3,5,2,4,2,5,5,5,5,4, ,77,4,3, ,1,1
1,6,1,5,1,1,5,1,1,1,1,5,1,3,72,4,3,2,0,2
1,3,4,4,5,4,2,1,2,4,4,4,3,3,36,4,1,1,0,1
2,1,1,1,1,6,3,5,4,6,4,1,4,2,30,4,1,11,1,2
1,5,4,4,2,2,2,1,1,4,3,4,3,4,40,4,1,3,1,3
 ,1,6,6,6,4,3,1,6,2,3,1,1,5,57,2,1, ,0,4
2,1,4,4,4,4,3,3,4,4,4,4,3,2,48,6,1,12,1,4
2,2,4,5,4,6,4,4,3,4,5,4,1,2,50,4,1,13,0,4
1,1,5,4,6,1,1,1,4,4,4,4,3,4,42,6,1,4,0,3
1,3,1,5,2,2,2,2,1,2,1,3,1,2,35,3,1,3,0,1
1,1,6,6,6,6,1,1,1,6,5,6,1,4,45,4,1,7,0,3
2,1,3,4,1,6,4,6,6,3,5,1,1,1,42,4,1,9,1,4
1,2,4,5,4,2,1,4,1,2,2,3,2,2,54,6,1,14,1,2
1,2,1,5,1,6,6,1,1,3,3,2,1,1,43,5,4,11,0,3
2,2,3,6,2,3,4,1,1,4,2,4,1,1,44,4,2,8,0,1
2,1,4,5,5,6,3,5,5,4,5,5,4,4,50,5,1,12,1,3
1,5,6,2,2,3,1,1,1,4,4,6,2,4,76,4,4,9,0,3
1,1,6,4,2,5,3,1,5,6,5,2,1,2,33,5,1,9,0,4
1,1,1,4,1,6,1,1,1,4,5,4,1,3,39,5,1,5,0,3
1,2,6,5,6,6,3,1,5,5,4,4,5,3,46,4,1,11,0,4
1,6,3,6,3,1,3,1,1,6,3,6,2,4,39,2,2,5,1,4
1,1,6,2,3,6,1,1,1,1,4,4,6,4,49,5,1,8,0,4
1,4,4,6,4,5,4,4,4,5,3,4,2,3,50,3,1,13,1,4
1,6,5,6,1,6,1,1,1,5,3,2,1,1,65,3,1,13,1,4
 ,3,5,4,4,3,1,1,1,5,2,3,4,2,50,6,1,11,0,3
2,2,3,4,6,4,3,3,1,4,1,3,1,4,32,6,1,4,0,3
1,6,6,4,6,6,5,6,6,3,5,4,4,3,38,4,1,7,0,3
1,6,1,6,1,6,6,5,1,1,1,3,1, ,61,3,1, ,1,1
1,6,4,2,2,5,5,1,2,1,4,6,1,3,69,4,3,15,0,4
1,5,5,6,4,5,3,1,1,2,2,5,3,2,43,3,1,4,1,3
1,4,1,5,1,4,4,2,1,6,5,1,1,1,32,2,4,4,0,1
1,1,6,6,4,6,5,4,6,4,1,4,1,3,50,3,2,13,0,4
1,6,6,6,1, , , , , , ,4, ,1,89,1,4,1,0,1
1,2,5,5,1,4,4,1,3,5,5,5,4,3,35,5,1,12,0,2
2,6,5,5,5,5,1,1,2,5,6,5,3,3,80,4,3,12,0,2
1,5,6,6,2,6,3,4,1,5,5,3,5,2,42,3,1,8,0,2
1,1,5,4,4,3,4,4,3,2,3,2,2,3,37, ,4,1,0,3
1,3,4,6,1,3,2,3,2,3,5,3,2,4,46,2,1,13,1,3
1,6,2,5,1,4,2,1,4,1,4,6,1,3,72,4,3,4,0,2
1,5,3,4,3,6,2,5,1,5,2,5,1,2,50,3,1,6,1,4
1,4,5,1,3,1,3,1,4,4,4,5,4,3,70,6,3,6,0,4
1,6,1,6,1,4,1,3,1,4,3,4,1,2,79,4,3,1,0,4
1,6,1,6,1,3,4,1,1,3,1,3,1,3,61,1,1,3,0,1
1,6,1,4,1,3,2,5,3,4,4,3,1,2,76,5,2,6,0,1
1,2,1,3,1,4,4,1,1,4,4,3,1,2,49,4,2,13,0,4
2,1,6,3,6,5,3,2,6,5,4,5,1,4,49,4,1,10,1,4
1,5,5,5,4,5,2,2,5,6,4,4,1, ,43,3,1, ,1,1
1,3,4,6,1,6,1,3,6,1,6,3,1,2,68,1,4,4,0,2
1,4,4,6,1,6,1,6, ,4,4,4,1,2,74,4,3,9,1,2
1,4,1,5,1,4,4,4,1,6,3,4,1,1,38,3,1,6,0,2
1,1,4,4,2,6,1,3,1,3,5,3,1,3,53,5,2,12,0,4
1,5,1,4,1,6,6,6,1,5,5,1,1,1,29,3,1,4,1,3
1,2,1,3,1,5,4,1,1,6,5,2,2,2,49,4,1,12,0,4
2,6,4,6,1,6,1,1,1,1,6,6,6,1,71,4,3,8,1,4
1,3,2,3,4,4,1,1,3,5,2,4,2,2,61,5,4,7,0,1
1,3,1,6,2,6,3,4,4,4,2,4,1, ,40,3,2, ,1,1
1,5,5,3,4,1,3,4,1,4,2,3,1,5,66,5,1,15,1,1
1,4,5,6,1,5,4,2,1,4,4,6,1,3,78,3,3,5,0,2
2,1,5,5,5,6,4,1,3,4,4,3,3,3,33,4,1,7,1,3
2,1,1,6,6,6,6,6,4,6,4,6,1, ,37,5,1, ,1,4
1,5,1,4,1,4,5,2,1,4,2,4,1,2,35,3,4,3,0,3
1,3,6,6,6,5,1,1,1,1,1,5,6,4,54,4,2, ,0,1
2,6,6,6,6,6,6,6,6,6,6,6,6,1,32,3,1,5,1,2
1,3,6,3,5,1,2,1,2,4,4,3,5,4,55,4,1,11,0,3
1,2,1,4,1,6,4,6,1,3,1,5,1, ,47,4,1, ,1,1
2,1,5,6,1,3,4,1,1,4,4,5,1,1,41,2,4,1,0,1
2,1,1,3,6,5,4,1,6,3,1,4,1,3,22,4,4,2,0,2
1,3,3,4,1,5,4,3,4,4,4,2,1, ,64,1,1, ,1,1
1,5, ,4,2,6,3,4,1,1,3,1,1,2,71,5,3,12,1,3
1,5,2,4,5,5,2,1,4,4,4,5,4,2,44,6,1,10,1,3
2,1,1,5,4,4,1,1,1,4,1,6,1,3,31,6,1,11,0,4
1,2,1,4,2,5,3,3,1,4,4,5,1,1,34,4,1,7,1,3
2,1,6,6,4,6,5,4,3,2,2,3,1,2,61,3,1,5,0,3
1,5,3,5,4,5,5,3,3,4,2,5,2,2,43,4,2,7,0,1
1,6,1,5,1,1,1,1,1,5,1,4,1,2,48,3,1,9,1,1
1,6,5,4,2,5,4,5,1,3,2,3,1,3,42,3,1,8,1,2
2,1,1,5,1,2,1,1,1,3,2,2,2,3,46,4,2,11,0,3
1,1,6,5,4,5,1,1,4,3,6,2,6,4,31,6,1,13,0,3
1,6,4,6,4,4,3,5,4,4,3,3,1,3,53,2,4,6,1,1
1,6,5,3,4,3,3,2,3,4,2,3,1,3,32,4,4,7,0,2
1,4,1,6,1,6,6,1,1,1,1,4,1,3,68,3,4,5,0,4
1,3,6,4,3,6,3,1,3,4,1,6,2,3,48,3,1,5,0,4
1,4,5,6,1,5,5,1,3,5,5,3,2,3,57,3,1,10,0,4
1,2,6,5,2,6,2,3,5,3,2,4,4,3,45,4,1,7,1,2
1,3,6,6,6,6,4,1,1,4,5,6,1,2,84,4,3,8,1,3
1,5,1,6,1,3,1,1,1,6,2,2,1,2,44,3,1,11,0,1
2,1,4,5,5,6,1,6,1,5,1,4,1,3,41,6,1,15,1,2
1,2,1,2,1,1,5,3,1,3,5,4,1,2,71,4,1,7,1,2
1,6,2,5,1,6,2,1,1,5,1,5,1,3,71,6,3,6,1,4
2,1,1,6,1,3,5,1,1,4,1,4,1,2,43,6,2,4,0,1
1,4,1,6,1,2,2,1,1,3,3,4,1,2,81,3,3,4,1,4
1,4,5,6,4,6,1,1,6,6,6,3,3,3,38,3,1,13,1,4
1,4,2,5,2,2,2,1,2,5,3,4,2,3,37,3,1,10,0,3
1,6,1,4,1,4,5,1,1,1,1,4,1,3,52,3,1,4,0,1
2,1,5,4,4,6,1,1,2,4,4,6,4,4,37,4,4,10,0,3
1,2,1,6,3,6, ,5, ,5,5,3,1,2,47,4,1,11,1,2
1,3,5,4,2,6,4,1,1,5,1,6,1,2,40,5,1,7,0,3
2,1,6,1,6,6,3,3,3,4,1,6,6,3,44,6,1,15,0,3
1,1,6,6,4,5,3,6,6,5,3,5,4,4,32,1,1,5,1,4
2,2,1,5,4,6,2,2,2,4,2,3,1,2,34,4,1,10,0,2
1,6,3,6,6,6,5,6,6,5,1,5,1,3,39,2,1,10,1,4
1,2,1,6,1,6,6,6,1,6,5,1,1,3,42,1,1,5,1,1
1,5,1,2,1,6,2,1,1,3,6,3,1,2,41,6,1,14,1,4
1,4,1,5,1,6,6,6,1,5,6,2,1,1,38,3,2,7,0,1
1,5,4,6,3,1,1,6,4,4,4,2,1,3,68,4,3,6,0,3
1,6,1,5,1,4,6,1,1,4,5,1,1,1,54,2,4,1,0,3
2,1,3,6,1,6,3,4,1,2,4,1,1,1,41,3,1,15,0,4
1,5,4,5,2,4,3,3,2,3,5,3,1,3,76,2,3,2,0,2
1,3,4,6,3,4,3,1,4,4,2,3,4,4,43,4,2,2,0,3
2,1,1,5,1,4,5,3,1,4,4,5,1,2,46,3,2,5,0,1
1,3,1,6,2,6,6,3,1,6,3,5,1,3,46,5,1,15,1,4
1,1,1,6,4,4,5,1,4,4,2,4,2,2,38,2,4,1,0,1
2,1,4,5,2,3,2,1,2,4,2,5,5,3,50,4,2,11,0,1
2,1,4,6,3,6,2,3,1,2,5,3,1, ,48,6,1, ,1,2
2,1,6,5,5,6,5,1,1,5,1,6,6,4,42,6,1,15,1,1
1,1,6,6,6,6,6,1,3,1,1,1,6,3,52,4,4,11,0,1
1,5,4,6,6,5,4,1,1,5,1,6,1,4,45,3,1,11,0,3
1,6,1,6,1,6,3,1,1,6,4,6,1,2,49,3,1,10,1,1
2,1,5,4,2,4,3,1,3,4,3,5,4,4,48,4,1,15,0,4
2,1,5,1,1,6,2,1,2,3,2,1,3,3,46,5,1,11,0,1
1,6,6,6,6,6,1,1,1,6,3,4,4,3,50,3,1, ,0,3
1,2,1,4,1,1,5,1,1,3,4,5,1,2,50,4,2,10,0,4
1,5,5,4,1,6,4,4,1,3,2,2,1, ,47,6,1, ,1,3
1,6,1,6,6,5,5,6,1,6,6,5,1,1,57,2,4,2,0,2
2,1,3,4,2,4,4,2,1,4,2,4,1,2,48,3,1,6,0,4
1,3,6,2,4,5,4,1,3,2,5,4,1, ,48,6,1, ,1,1
2,1,6,6,5,6,1,5,1,3,5,5,3,4,53,4,1,15,1,4
1,6,1,6,4,3,1,1,1,1,1,4,1,3,62,2,3,5,1,2
1,4,1,6,3,6,6,6,4,5,4,4,1,4,60,3,1, ,1,4
1,4,2,6,1,6,4,5,1,3,6,2,1,1,60,4,1,13,1,4
1,5,4,6,1,6,6,4,1,6,4,6,1,1,52,4,1,7,0,2
1,3,6,6,6,4,5,1,6,4,2,3,3,4,55,4,1,12,0,3
1,5,4,6,5,6,1,1,1,4,2,5,1,3,58,4,3,6,0,1
1,5,4,6,2,5,4,2,1,3,2,4,1,2,65,5,3,10,0,2
1,1,4,6,5,6,6,6,4,6,1,4,1,4,40,3,1,13,1,1
1,5,4,5,4,4,3,4,2,2,4,2,1,2,68,4,1,12,1,2
2,1,5,4,4,5,2,2,4,4,5,5,3,3,39,6,1,14,0,2
2,1,5,3,6,6,2,1,5,5,5,4,5,4,38,5,1,8,1,2
1,1,4,5,2,3,3,1,2,5,3,4,1,2,31,5,2,11,0,3
1,6,4,6,6,5,6,2,5,3,4,5,4,3,33,4,1,7,0,4
1,4,4,6,6,6,6,6,1,6,4,4,1,4,27,4,1,8,1,4
1,1,4,4,5,6,1,2,1,4,4,4,2,4,35,5,1,11,0,4
1,4,5,4,5,5,3,1,3,4,2,3,6,3,36,4,4,10,0,4
1,3,1,5,2,5,2,3,4,5,3,2,4,2,34,4,1,8,0,1
1,1,3,4,6,1,6,3,1,3,2,4,1,3,39,3,1,10,1,1
1,2,5,4,4,4,3,4,2,5,4,4,3,3,28,4,1,5,1,2
1,5,6,6,6,1,6,5,1,1,1,6,1,1,67,3,1,14,0,3
1,4,2,5,5,5,4,2,4,5,5,4,4,1,31,3,4,1,0,3
2,1,6,3,2,5,2,1,6,2,5,4,6,4,47,4,1,13,0,4
1,1,4,5,5,2,4,2,4,6,4,4,2,3,31,3,1,7,0,4
2,2,6,4,3,5,5,2,5,4,2,5,5,2,37,5,2,15,0,3
1,1,4,4,5,6,4,1,4,4,1,5,6,3,27,4,4,10,0,2
2,1,6,4,6,6,3,1,3,5,5,5,6, ,25,6,4, ,1,3
2,1,6,4,4,4,4,1,4,5,4,5,5,3,36,4,4,14,0,4
1,1,6,1,6,1,1,1,4,5,6,6,6,5,41,5,1,10,1,4
1,2,4,4,5,5,3,2,2,4,2,4,2,2,29,4,1,11,0,3
1,3,4,6,3,4,3,3,3,4,4,3,1,2,51,5,1,5,1,2
1,6,6,6,6,6,6,6,1,6,6,6,6,3,79,1,4,3,0,1
1,1,6,3,5,6,5,1,4,4,5,6,4,2,73,4,3,14,1,4
1,5,5,5,5,6,2,4,4,5,4,3,2,4,29,3,1,11,0,2
2,1,2,4,3,5,3,2,1,5,1,1,1,2,42,6,1, ,1,1
1,5,4,5,2,4,1,3,1,1,2,5,3,4,70,1,3,7,1,4
1,2,1,5,1,4,4,1,2,2,5,4,1,2,53,5,1,6,0,1
1,5,1,5,6,6,5,1,6,5,2,4,1,2,27,3,4,3,0,2
1,2,1,4,4,6,1,4,6,6,1,2,1, ,28,2,1, ,1,2
1,6,1,6,6,5,3,1,1,4,2,5,4,2,87,1,3,2,0,2
1,6,1,6,1,1,5,4,1,2,2,4,1,3,72,3,4,5,0,3
1,6,1,3,1,6,4,1,1,1,1,3,1,2,73,3,4,2,0,3
1,4,4,4,2,2,3,2,3,4,2,4,3,3,48,4,1,4,0,2
1,1,4,3,3,4,2,5,4,4,1,3,2,2,40,4,1,15,0,1
1,1,1, ,4, , , , , , , , ,3,25,4,1,10,0,1
1,6,1,6,1,6,1,1,6,1,6,6,1,2,82,2,3,2,0,4
1,2,5,4,2,6,3,4,3,5,1,3,1,2,32,4,1,5,1,3
1,3,1,5,4,3,3,1,1,4,1,5,1, ,47,5,2, ,0,2
2,2,1,4,2,1,1,5,1,6,2,6,1,3,64,5,3,6,1,3
1,2,4,5,4,5,2,1,4,4,3,3,3,2,48,4,1,15,0,3
2,2,2,5,2,4,2,2,1,5,3,4,1,2,44,4,2,11,0,2
1,4,6,5,4,4,5,3,5,4,1,5,5,3,46,4,1,12,0,3
1,1,6,3,2,5,4,1,1,6,4,4,3,4,34,3,1,5,1,3
1,6,2,5,3,6,4,1,1,4,1,2,3,2,50,5,2,4,0,2
2,1,3,6,3,6,3,4,1,6,3,4,1,3,34,3,1,4,1,1
1,4,4,6,6,2,4,4,6,5,5,4,1,3,39,3,1,3,0,3
2,1,6,1,2,5,2,1,4,4,6,5,5,4,53,6,1,15,1,2
1,6,1,6,2,1,3,1,1,1,4,3,1,3,72,3,4,9,0,4
1,1,4,1,4,5,2,1,4,6,1,3,3,3,26,4,4,10,0,4
1,3,1,5,1,5,5,1,1,3,2,5,1,3,37,5,1,7,0,3
1,6,1,4,5,6,3,6,4,5,4,3,1, ,41,2,4, ,1,2
2,2,6,4,4,6,4,1,1,6,4,2,2,2,45,5,1,13,0,2
1,1,1,6,1,1,1,1,1,2,1,1,1,3,57,3,1,6,1,2
1,2,4,6,5,5,3,3,1,5,2,4,1,2,47,4,1,9,0,1
1,1,3,5,5,5,4,3,5,5,4,4,5,3,25,4,1,4,0,1
1,3,1,3,1,5,4,1,4,3,5,3,1,2,66,6,1,6,0,2
1,6,5,5,6,5,4,3,4,6,3,5,4,3,66,4,3,10,1,3
2,1,5,4,5,6,3,5,2,5,2,5,1,2,24,5,2,5,1,1
1,1,1,5,4,1,3,1,3,1,2,5,1,3,59,4,4,10,0,4
1,5,1,4,2,5,4,5,4,4,2,4,1,3,40,2,1,6,1,2
1,4,4,5,1,6,2,2,5,5,5,2,3,3,32,3,1,8,0,3
2,2,1,5,1,1,2,3,3,4,3,4,2,2,41,6,2,11,0,3
2,4,1,5,1,1,2,1,1,2,2,2,1,2,32,4,1,6,0,1
1,3,4,4,2,6,6,6,1,6,2,1,1,2,68,4,3,12,1,4
1,5,2,5,4,5,1,2,4,5,3,4,4,3,51,4,1,10,1,4
1,2,4,4,4,4,4,4,2,3,2,4,1,2,34,4,1,12,1,2
1,1, ,1,6,1,1,1,4,4,1,6,6,2,27,2,1, ,0,3
1,2,1,3,1,4,3,4,1,5,4,2,1,2,41,5,4,15,0,4
1,3,6,6,4,4,5,2,1,3,2,4,2,4,45,3,4,12,0,1
1,5,2,4,4,5,2,1,1,5,1,5,1,1,46,6,1, ,0,1
1, , , , , , , , , , , , ,3,55,3,1,9,1,4
1,6,2,1,6,3,1,1,1,6,1,6,6,3,66,3,4,2,1,4
2,1,6,6,5,6,1,2,3,5,1,6,2,3,44,6,1,8,0,1
1,3,5,5,3,6,2,3,1,1,1,4,1,3,64,3,3,8,1,2
1,4,1,4,2,5,4,4,1,4,3,3,1,3,56,2,1,6,1,1
1,5,5,6,5,1,1,1,1,1,4,5,1,4,69,3,3,8,0,3
1,6,2,4,2,4,3,3,3,4,3,4,1,2,43,3,1,15,1,3
1,2,6,4,6,6,4,5,6,5,5,6,2,2,45,4,2,7,0,4
2,4,5,3,4,6,4,1,3,5,3,3,3,3,42,6,1,12,1,3
2,1,3,1,5,6,1,1,5,6,5,6,1,3,24,5,1,5,0,3
1,1,2,1,6,1,3,2,6,5,6,6,6,3,70,3,3,3,0,3
2,1,6,4,5,5,2,2,5,6,5,6,5,4,30,4,2,1,0,1
1,1,1,3,1,1,5,1,1,3,6,5,1,4,45,2,4,2,0,2
1,6,1,6,1,6,5,6,1,6,1,1,1,1,38,2,1,3,0,1
1,1,6,1,6,6,6,6,1,6,3,6,6,2,24,3,1,10,0,2
2,1,1, , ,6,4,5,1,4,6, ,1,2,33,6,1,12,1,1
1,6,1,1,1,1,1,1,1,1,1,1,1,3,42,3,1,2,1,2
1,6,6,5,5,6,2,1,5,3,5,2,1,2,63,5,1,8,1,3
1,1,1,1,6,6,6,6,1,6,6,1,1,3,48,2,1,11,0,2
1,4,1,6,1,4,2,2,1,2,2,4,1,2,65,3,3,3,1,3
1,4,4,4,6,5,2,1,1,3,3,6,4,1,35,4,4,5,0,3
1,5,1,4,4,4,4,3,1, ,1,4,1,2,53,3,1,3,1,2
1,3,6,4,4,5,2,1,1,5,1,4,4,2,34,4,1, ,0,4
2,1,5,5,4,5,4,1,1,2,3,5,2,4,66,4,3,10,1,4
1,1,5,5,1,2,2,2,2,5,2,3,5,1,26,6,1,5,0,3
1,6,1,6,4,1,3,1,1,1,1,6,1,1,69,4,3,2,1,2
1,4, ,1,3,4,3,6,1,2,3,2,3,3,46,3,1,14,1,3
2,1,6,5,5,1,1,1,4,2,6,5,5,5,42,6,1,15,0,4
1,2,1,5,1,5,5,3,1,2,4,2,1,2,50,5,1,5,1,2
1,5,2,6,4,1,5,5,4,6,5,5,1,2,79,4,3,5,0,2
1,3,1,3,1,1,3,1,1,4,4,4,3,2,27,5,1,6,0,1
2,1,4,5,1,6,1,1,4,5,1,6,1, ,34,6,1, ,1,4
1,4,1,4,5,6,4,1,1,6,2,4,2,2,28,6,1,11,0,1
1,1,4,4,1,6,4,5,1,5,4,4,1,3,32,6,1,6,0,4
2,1,5,4,3,5,2,2,2,5,3,5,4, ,39,5,1, ,1,3
1,1,6,6,6,1,5,1,1,6,5,5,6,2,33,6,1,10,0,4
1,3,5,4,5,6,1,1,1,5,1,4,3,3,33,4,4,10,0,2
1,4,1,4,1,6,4,3,1,4,5,4,1,2,35,4,4,11,0,4
1,5,1,1,1,6,1,1,1,5,1,1,1,1,26,4,4,3,1,3
1,5,5,5,4,5,1,2,3,3,1,4,2, ,42,5,1, ,1,4
1,3,1,3,1,6,4,1,1,4,4,4,1,1,68,6,2,6,1,3
1,5,3,6,5,5,3,1,1,5,1,4,1,2,35,3,1,3,0,2
2,3,1,5,4,5,3,3,2,5,3,4,1,2,27,3,1,9,0,4
2,1,2,3,6,4,5,1,3,6,3,6,3,2,34,6,4,13,0,3
1,5,4,5,2,3,1,1,1,3,1,3,1,2,84,4,3,3,0,3
1,1,5,4,4,6,6,4,1,5,1,4,1,1,28,3,1,5,0,3
1,1,5,5,4,5,2,1,6,6,2,6,3,5,43,4,4,3,0,3
1,4,4,3,5,5,6,1,3,5,2,5,4,3,21,4,1,14,0,4
1,6,1,6,4,4,5,3,3,6,1,5,4,1,26,3,1,3,1,1
1,1,6,4,5,1,1,1,4,6,6,2,4,3,24,4,4,2,0,3
1,1,2,5,6,6,5,4,3,6,2,5,6,3,21,3,2,10,0,2
2,1,1,1,6,4,5,1,4,4,1,3,4,4,34,6,1,12,0,2
1,4,6,6,6,6,4,1,1,6,5,4,1,2,47,4,1,14,0,1
1,1,1,2,1,1,3,1,1,5,2,1,1,3,40,3,1,5,1,2
1,5,1,4,1,4,2,3,1,4,2,1,3,2,30,4,1,8,0,3
1,4,1,6,5,2,1,3,5,3,5,5,3,1,60,5,4,2,0,1
1,2,1,1,1,2,1,2,1,6,1,2,1,3,23,4,1,2,1,1
1,2,2,5,4,4,3,1,4,4,4,5,4,3,73,3,3,6,0,2
 ,1,5,4,4,6,2,5,1,6,1,4,1,3,28,5,1, ,1,1
1,5,3,5,3,4,3,4,4,5,4,3,3,3,29,3,1,7,1,3
1,4,6,5,3,5,2,4,1,2,3,4,1,1,71,5,1, ,1,4
1,4,4,4,4,5,5,5,1,4,4,6,4,2,49,6,1,10,1,2
1,4,4,5,1,3,2,5,1, ,2,5,1, ,61,4,1, ,1,2
1,6,6,3,6,1,6,1,1,4,6,5,1, ,27,4,1, ,1,2
2,1,1,5,1,6,5,6,5,6,6,1,1, ,28,4,1, ,1,1
2,2,1,4,1,5,4,3,1,5,4,3,1,2,30,5,1,8,1,2
2,1,5,5,5,5,2,2,3,5,3,5,4, ,22,4,1, ,1,4
1,6,5,6,3,5,1,1,1,3,1,4, ,2,70,3,4,2,0,2
2,1,6,4,5,6,5,6,6,4,4,5,5,4,47,5,1,15,1,4
2,1,1,5,1,4,2,3,1,4,5,5,1,2,29,5,1,10,1,2
2,1,3,3,1,6,5,1,1,5,2,6,1,2,29,6,1,10,1,3
1,1,6,1,6,6,4,1,4,6,1,4,6,5,21,1,1,7,1,3
1,1,6,3,6,6,1,1,6,6,1,4,6,5,27,3,1,5,0,3
1,4,6,6,5,6,3,4,4,6,1,5,1,1,28,3,1,7,0,3
1,3,6,4,6,2,2,1,1,6,4,4,6,5,24,4,1,10,0,2
1,2,6,5,5,3,3,5,5,5,2,3,4,4,28,6,2,4,0,4
1,6,6,1,6,6,1,1,6,6,1,1,1,1,25,4,1,1,0,3
1,2,2,5,2,6,5,1,1,5,5,4,1,1,29,4,4,3,0,4
1,1,5,5,5,5,2,1,4,6,1,4,6,3,26,5,4,9,0,4
1,6,3,6,1,2,1,3,1,2,5,4,1,2,77,5,3,10,1,1
1,3,5,5,5,4,2,1,4,4,5,5,3,2,51,4,4,1,0,1
1,4,1, , ,5,6,1,5,1,6, ,1,3,67,3,3,7,1,4
1,5,6,4,4,4,3,2,3,2,3,3,3,3,77,4,3,4,0,3
1,6,1,5,4,1,1,2,3,5,4,2,4,2,23,4,1,2,0,1
1,4,2,2,3,3,6,2,2,6,1,4,3,3,29,6,2,4,0,2
 ,4,3,6,4,6,5,6,5,6,5,5,5,1,27,3,4,4,0,4
1,5,1,4,6,1,3,1,4,6,1,3,1,5,23,2,4,6,0,4
1,2,6,4,6,4,3,2,6,6,4,6,6,4,30,5,1,4,0,3
1,2,6,5,6,5,2,1,3,3,1,3,1,3,39,3,2,10,0,4
1,1,1,4,4,5,2,3,5,6,2,3,6,4,22,3,4,2,0,1
1,2,5,4,6,6,4,4,4,2,4,2,1,3,53,6,1,15,1,1
1,3,1,5,1,5,1,2,1,4,5,3,1,1,39,6,1,6,0,1
2,2,6,4,6,3,2,3,6,3,3,6,6,5,35,4,1,8,1,4
1,5,3,5,3,2,3,4,3,4,3,3,2,3,74,3,3,5,1,4
2,1,6,3,1,6,5,5,5,2,3,4,1,3,46,4,3,10,1,3
1,1,6,2,3,5,3,1,1,5,3,4,5,2,62,4,3,5,1,4
